,f0,f1,t0,t1,dB0,dB1,dist,utime,ufreq
1068,474,438,41.98167800453515,43.86249433106576,20.0,7.0,89,2.0,36
1069,474,466,41.98167800453515,44.23401360544218,20.0,25.0,97,2.0,8
1070,474,656,41.98167800453515,44.187573696145115,20.0,19.0,205,2.0,182
1071,438,89,43.86249433106576,45.30213151927439,7.0,32.0,354,1.0,349
1072,438,55,43.86249433106576,46.60244897959185,7.0,30.0,401,3.0,383
1073,438,233,43.86249433106576,45.046712018140596,7.0,23.0,211,1.0,205
1074,438,206,43.86249433106576,46.16126984126985,7.0,10.0,252,2.0,232
1075,438,474,43.86249433106576,45.11637188208617,7.0,21.0,65,1.0,36
1076,438,656,43.86249433106576,45.7665306122449,7.0,19.0,233,2.0,218
1077,438,616,43.86249433106576,46.55600907029479,7.0,3.0,212,3.0,178
1078,466,89,44.23401360544218,45.30213151927439,25.0,32.0,380,1.0,377
1079,466,55,44.23401360544218,46.60244897959185,25.0,30.0,423,2.0,411
1080,466,206,44.23401360544218,46.16126984126985,25.0,10.0,273,2.0,260
1081,466,425,44.23401360544218,46.973968253968245,25.0,10.0,125,3.0,41
1082,466,656,44.23401360544218,45.7665306122449,25.0,19.0,201,2.0,190
1083,466,616,44.23401360544218,46.55600907029479,25.0,3.0,180,2.0,150
1084,466,624,44.23401360544218,47.182947845804996,25.0,26.0,203,3.0,158
1085,466,851,44.23401360544218,47.20616780045352,25.0,4.0,406,3.0,385
1086,474,55,45.11637188208617,46.60244897959185,21.0,30.0,424,1.0,419
1087,474,70,45.11637188208617,47.484807256235825,21.0,32.0,417,2.0,404
1088,474,206,45.11637188208617,46.16126984126985,21.0,10.0,272,1.0,268
1089,474,227,45.11637188208617,47.76344671201814,21.0,24.0,272,3.0,247
1090,474,425,45.11637188208617,46.973968253968245,21.0,10.0,94,2.0,49
1091,474,451,45.11637188208617,47.53124716553288,21.0,27.0,107,2.0,23
1092,474,616,45.11637188208617,46.55600907029479,21.0,3.0,155,1.0,142
1093,474,624,45.11637188208617,47.182947845804996,21.0,26.0,174,2.0,150
1094,474,851,45.11637188208617,47.20616780045352,21.0,4.0,388,2.0,377
1095,425,46,46.973968253968245,48.320725623582774,10.0,21.0,383,1.0,379
1096,425,70,46.973968253968245,49.83002267573696,10.0,28.0,376,3.0,355
1097,425,216,46.973968253968245,48.320725623582774,10.0,21.0,217,1.0,209
1098,425,223,46.973968253968245,49.922902494331076,10.0,21.0,239,3.0,202
1099,425,438,46.973968253968245,48.57614512471656,10.0,17.0,70,2.0,13
1100,425,457,46.973968253968245,49.899682539682544,10.0,20.0,130,3.0,32
1101,425,643,46.973968253968245,48.90122448979592,10.0,13.0,233,2.0,218
1102,451,70,47.53124716553288,49.83002267573696,27.0,28.0,394,2.0,381
1103,451,158,47.53124716553288,50.3873015873016,27.0,23.0,318,3.0,293
1104,451,223,47.53124716553288,49.922902494331076,27.0,21.0,250,2.0,228
1105,451,438,47.53124716553288,48.57614512471656,27.0,17.0,47,1.0,13
1106,451,457,47.53124716553288,49.899682539682544,27.0,20.0,102,2.0,6
1107,451,422,47.53124716553288,50.3873015873016,27.0,14.0,126,3.0,29
1108,451,643,47.53124716553288,48.90122448979592,27.0,13.0,201,1.0,192
1109,451,615,47.53124716553288,49.96934240362812,27.0,5.0,195,2.0,164
1110,451,618,47.53124716553288,50.48018140589569,27.0,17.0,210,3.0,167
1111,438,70,48.57614512471656,49.83002267573696,17.0,28.0,372,1.0,368
1112,438,158,48.57614512471656,50.3873015873016,17.0,23.0,291,2.0,280
1113,438,223,48.57614512471656,49.922902494331076,17.0,21.0,223,1.0,215
1114,438,210,48.57614512471656,50.61950113378685,17.0,26.0,244,2.0,228
1115,438,457,48.57614512471656,49.899682539682544,17.0,20.0,60,1.0,19
1116,438,422,48.57614512471656,50.3873015873016,17.0,14.0,80,2.0,16
1117,438,615,48.57614512471656,49.96934240362812,17.0,5.0,187,1.0,177
1118,438,618,48.57614512471656,50.48018140589569,17.0,17.0,198,2.0,180
1119,457,56,49.899682539682544,51.919818594104306,20.0,30.0,410,2.0,401
1120,457,59,49.899682539682544,52.22167800453515,20.0,31.0,410,2.0,398
1121,457,213,49.899682539682544,51.966258503401356,20.0,22.0,260,2.0,244
1122,457,216,49.899682539682544,52.546757369614504,20.0,30.0,267,3.0,241
1123,457,455,49.899682539682544,51.966258503401356,20.0,19.0,89,2.0,2
1124,457,451,49.899682539682544,52.38421768707482,20.0,27.0,107,2.0,6
1125,457,643,49.899682539682544,51.61795918367347,20.0,9.0,200,2.0,186
1126,457,643,49.899682539682544,52.012698412698406,20.0,18.0,207,2.0,186
1127,422,56,50.3873015873016,51.919818594104306,14.0,30.0,372,2.0,366
1128,422,59,50.3873015873016,52.22167800453515,14.0,31.0,371,2.0,363
1129,422,31,50.3873015873016,53.336235827664396,14.0,30.0,411,3.0,391
1130,422,213,50.3873015873016,51.966258503401356,14.0,22.0,220,2.0,209
1131,422,216,50.3873015873016,52.546757369614504,14.0,30.0,226,2.0,206
1132,422,213,50.3873015873016,53.31301587301587,14.0,22.0,244,3.0,209
1133,422,455,50.3873015873016,51.966258503401356,14.0,19.0,76,2.0,33
1134,422,451,50.3873015873016,52.38421768707482,14.0,27.0,91,2.0,29
1135,422,643,50.3873015873016,51.61795918367347,14.0,9.0,227,1.0,221
1136,422,643,50.3873015873016,52.012698412698406,14.0,18.0,232,2.0,221
1137,422,644,50.3873015873016,53.17369614512472,14.0,13.0,252,3.0,222
1138,455,31,51.966258503401356,53.336235827664396,19.0,30.0,428,1.0,424
1139,455,31,51.966258503401356,54.00961451247166,19.0,28.0,433,2.0,424
1140,455,213,51.966258503401356,53.31301587301587,19.0,22.0,249,1.0,242
1141,455,208,51.966258503401356,54.68299319727891,19.0,25.0,273,3.0,247
1142,455,459,51.966258503401356,53.63809523809525,19.0,20.0,72,2.0,4
1143,455,416,51.966258503401356,54.68299319727891,19.0,14.0,123,3.0,39
1144,455,644,51.966258503401356,53.17369614512472,19.0,13.0,196,1.0,189
1145,455,644,51.966258503401356,54.00961451247166,19.0,6.0,208,2.0,189
1146,451,31,52.38421768707482,54.00961451247166,27.0,28.0,426,2.0,420
1147,451,208,52.38421768707482,54.68299319727891,27.0,25.0,262,2.0,243
